wn_synset	babelnet_id	pos	lemmata en	lemmata nl	definition	confidence	dist_from_music	dist_from_entity																	
wn:11400704n	bn:00076010n	n	Wynette, Tammy_Wynette, Tammy_Wynetter_Pugh	tammy_wynette, virginia_wynette_pugh, virginia_wynette_richey, wynette, tammy_wynetter_pugh	United States country singer (1942-1998)	0,556	12	8	NO																
wn:07057829n	bn:00076042n	n	tango	ballroomtango, ballroom_tango, tango	music written in duple time for dancing the tango	0,315	2	6	YES																
wn:04391838n	bn:00076101n	n	tape, tape_recording, taping	geluidscassette, bandje, cassetteband, audiocassette, cassettebandje, bandopname, taping	a recording made on magnetic tape	0,219	13	9	YES																
wn:04393095n	bn:00076107n	n	tape_recorder, tape_machine	bandrecorder, bandopnemer, taperecorder, magnetofoon, tape-recorder, bandopnameapparaat, audio-tape, tape_machine, bandrecorders, magneetband_geluidsopname, audiotape	a magnetic recorder using magnetic tape	0,211	13	9	YES																
wn:07396658n	bn:00076128n	n	tapping	tikken, tapping, getik	the sound of light blow or knock	0,842	8	6	YES																
wn:07057948n	bn:00076136n	n	tarantella	tarantella	music composed in six-eight time for dancing the tarantella	1	2	6	YES																
wn:00533805n	bn:00076137n	n	tarantella, tarantelle	tarantella, pizzica_tarantella, pizzica_tarantata, tarantelle	a lively whirling Italian dance for two persons	0,5	11	9	YES																
wn:00134246n	bn:00076335n	n	technical_knockout, TKO	technische_knock-out, tko	a knockout declared by the referee who judges one boxer unable to continue	0,017	13	11	NO																
wn:07058064n	bn:00076342n	n	techno	techno, experimentele_techno, techno_muziek	a style of fast heavy electronic dance music usually without vocals	0,698	2	6	YES																
wn:10697420n	bn:00076372n	n	telecaster	telecaster	a television broadcaster	0,5	10	6	NO																
wn:06872676n	bn:00076532n	n	tenor, tenor_voice	tenor, heldentenor, tenor_buffo, tenore_di_forza, tenorstem, tenoren, dramatische_teneur, lyrische_tenor	the adult male singing voice above baritone	0,842	5	5	YES																
wn:10701783n	bn:00076534n	n	tenor	tenor	an adult male with a tenor voice	0,875	12	8	YES																
wn:06863442n	bn:00076536n	n	tenor_clef	c-sleutel, tenorsleutel	"a clef that puts middle C on the fourth line of the staff; used for writing music for bassoons or cellos or tenor horns"	0,71	8	8	YES																
wn:10701962n	bn:00076538n	n	tenor_saxophonist, tenorist	tenorsaxofoon, tenorsaxofonist, tenorsax, tenor-saxofoon, tenorist	a musician who plays the tenor saxophone	0,773	12	8	YES																
wn:06544142n	bn:00076666n	n	will, testament	testament, laatste_wilsbeschikking, wil	a legal document declaring a person's wishes regarding the disposal of their property when they die	0,444	7	7	NO																
wn:04984007n	bn:00076742n	n	texture	textuur, muzikale_textuur	the musical pattern created by parts being played or sung together	0,769	8	6	YES																
wn:07049291n	bn:00076787n	n	The_Star-Spangled_Banner	the_star-spangled_banner, star_spangled_banner, amerikaanse_volkslied	a poem written by Francis Scott Key during the War of 1812 was set to music and adopted by Congress in 1931 as the national anthem of the United States	0,276	5	9	NO																
wn:07028964n	bn:00076813n	n	theme_song	theme_tune, thema_muziek, theme_song, theme_songs	a melody that recurs and comes to represent a musical play or movie	0,401	2	6	YES																
wn:04419642n	bn:00076846n	n	theremin	theremin	"an electronic musical instrument; melodies can be played by moving the right hand between two rods that serve as antennas to control pitch; the left hand controls phrasing"	0,504	13	9	YES																
wn:11338667n	bn:00076891n	n	Thespis	thespis	Greek poet who is said to have originated Greek tragedy (sixth century BC)	0,075	11	7	NO																
wn:11340824n	bn:00076984n	n	Thomson, Virgil_Thomson, Virgil_Garnett_Thomson	virgil_thomson, virgil_garnett_thomson	United States composer who collaborated with Gertrude Stein (1896-1989)	0,224	12	8	NO																
wn:10709876n	bn:00077102n	n	thrush		a woman who sings popular songs	0,6	12	8	YES																
wn:07397355n	bn:00077123n	n	thunder	donder, gerommel, gedonder	a booming or crashing noise caused by air expanding along the path of a bolt of lightning	0,5	9	7	NO																
wn:10718509n	bn:00077181n	n	tout, ticket_tout	ticket_tout, ticket_scalperen, ticket_verkoop	someone who buys tickets to an event in order to resell them at a profit	0,136	11	7	NO																
wn:10734963n	bn:00077328n	n	tympanist, timpanist	paukenist, paukeslager	a person who plays the kettledrums	0,534	13	9	YES																
wn:08539557n	bn:00077337n	n	Tin_Pan_Alley	tin_pan_alley, platenbranche, platenindustrie	a city district (originally in New York) where composers and publishers of popular music do business	0,674	12	8	NO																
wn:07044353n	bn:00077456n	n	toccata	toccata	a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style	0,694	2	6	YES																
wn:10715881n	bn:00077659n	n	torch_singer	fakkel_zanger	a singer (usually a woman) who specializes in singing torch songs	0,823	12	8	YES																
wn:07053884n	bn:00077660n	n	torch_song	torch_song, fakkel_songs	a popular song concerned with disappointment in love	0,794	3	7	YES																
wn:07050379n	bn:00077811n	n	tra-la, tra-la-la	tra-la, tra-la-la	a set of nonsensical syllables used while humming a refrain	0,667	2	6	YES																
wn:07065932n	bn:00077859n	n	trad	trad	traditional jazz as revived in the 1950s	1	4	7	YES																
wn:07294777n	bn:00077913n	n	train		a series of consequences wrought by an event	0,5	10	8	NO																
wn:04470605n	bn:00077965n	n	transcription	transcriptie	a sound or television recording (e.g., from a broadcast to a tape recording)	0,5	13	9	YES																
wn:00339907n	bn:00078054n	n	transposition		(electricity) a rearrangement of the relative positions of power lines in order to minimize the effects of mutual capacitance and inductance	0,2	13	11	NO																
wn:14004958n	bn:00078160n	n	tremolo	tremolo, tremulant	(music) a tremulous effect produced by rapid repetition of a single tone or rapid alternation of two tones	0,722	8	6	YES																
wn:07399336n	bn:00078161n	n	tremolo	tremolo, tremulant	vocal vibrato especially an excessive or poorly controlled one	1	9	7	YES																
wn:04480853n	bn:00078212n	n	triangle	triangel, triangelist, driehoek	a percussion instrument consisting of a metal bar bent in the shape of an open triangle	0,596	13	9	YES																
wn:07041595n	bn:00078313n	n	trio	trio	a musical composition for three performers	0,842	2	6	YES																
wn:08247152n	bn:00078314n	n	trio	trio	three performers or singers who perform together	1	8	6	YES																
wn:15264264n	bn:00078339n	n	triple_time	in_drieën	musical time with three beats in each bar	0,925	7	5	YES																
wn:10730416n	bn:00078390n	n	trombonist, trombone_player	trombonist	a musician who plays the trombone	0,676	11	7	YES																
wn:08217738n	bn:00078470n	n	trumpet_section	trompetsectie	the section of a band or orchestra that plays trumpets or cornets	1	10	8	YES																
wn:09734885n	bn:00078635n	n	Turk	turk, turkse	a native or inhabitant of Turkey	0,711	11	7	NO																
wn:00534631n	bn:00078767n	n	twist	twist, the_twist	"social dancing in which couples vigorously twist their hips and arms in time to the music; was popular in the 1960s"	0,554	11	9	YES																
wn:04506289n	bn:00078871n	n	uke, ukulele	ukelele, ukulele, ukalile, uke	a small guitar having four strings	0,441	14	10	YES																
wn:09541346n	bn:00079028n	n	undine	watergeest, undine	any of various female water spirits	0,692	11	9	NO																
wn:10742005n	bn:00079375n	n	usherette	ouvreuse, plaatsaanwijzer, oevreuse	a female usher	0,083	13	9	NO																
wn:07032206n	bn:00079528n	n	vamp		an improvised musical accompaniment	1	4	8	YES																
wn:07030012n	bn:00079588n	n	variation	variatie, con_variazione, con_variazioni, variaties, variant, thema_en_variaties, variatie_vorm	a repetition of a musical theme in which it is modified or embellished	0,907	3	7	YES																
wn:06590723n	bn:00079607n	n	variorum, variorum_edition	variorum, variorum_editie	an edition containing various versions of a text or notes by various scholars or editors	0	15	11	NO																
wn:04533802n	bn:00079647n	n	videocassette_recorder, VCR	videorecorder, vcr, videoband, videocassetterecorder, video, videorecorders, videobanden	a magnetic tape recorder for recording (and playing back) TV programs	0,079	14	10	NO																
wn:10747119n	bn:00079670n	n	vegetarian	vegetarisch, vegetariër, herbivoor	"eater of fruits and grains and nuts; someone who eats no meat or fish or (often) any animal products"	0,017	11	7	NO																
wn:04727883n	bn:00079901n	n	vibration, vibe	sfeer, vibe	a distinctive emotional aura experienced instinctively	0,333	7	5	NO																
wn:10749928n	bn:00079903n	n	vibist, vibraphonist	vibrafonist, vibist	a musician who plays the vibraphone	0,663	11	7	YES																
wn:07399137n	bn:00079905n	n	vibrato	vibrato	(music) a pulsating effect in an instrumental or vocal tone produced by slight and rapid variations in pitch	0,718	8	6	YES																
wn:04533499n	bn:00079964n	n	Victrola	victrola	a brand of gramophone	0,598	14	10	YES																
wn:03584400n	bn:00079975n	n	video_iPod	video_ipod	(trademark) an iPod that can also play video files	0,5	15	11	NO																
wn:04534520n	bn:00079977n	n	videotape		a video recording made on magnetic tape	0,5	14	10	NO																
wn:04534359n	bn:00079978n	n	videotape	videocassette, videoband, beeldband, video, videocassettes, videobanden	a relatively wide magnetic tape for use in recording visual images and associated sound	0,114	13	9	NO																
wn:04536153n	bn:00080031n	n	viol	viola_da_gamba, vedel, gambist	any of a family of bowed stringed instruments that preceded the violin family	0,486	14	10	YES																
wn:04536335n	bn:00080033n	n	viola	altviool, viola, alt, viola_da_braccia, bratch, altviolist, bratsche, altviolen	a bowed stringed instrument slightly larger than a violin, tuned a fifth lower	0,688	14	10	YES																
wn:04536765n	bn:00080034n	n	viola_d'amore	viola_d'amore, viola-damore	viol that is the tenor of the viol family	0,569	15	11	YES																
wn:04536465n	bn:00080035n	n	viola_da_braccio	viola_da_braccio	a member of the viol family with approximately the range of a viola	0,74	15	11	YES																
wn:08217450n	bn:00080041n	n	violin_section	viool_sectie	the section of an orchestra that plays violins	1	10	8	YES																
wn:10755080n	bn:00080042n	n	violist	altviolist, violist, altvioliste	a musician who plays the viola	0,693	11	7	YES																
wn:10755512n	bn:00080082n	n	virtuoso	virtuoos, meester, virtuositeit	a musician who is a consummate master of technique and artistry	0,766	11	7	YES																
wn:07282006n	bn:00080173n	n	vocal_music, vocal	vocale_muziek	music intended to be performed by one or more singers, usually with instrumental accompaniment	0,698	1	5	YES																
wn:00545344n	bn:00080174n	n	vocal_music	vocale_muziek, zangmuziek	music that is vocalized (as contrasted with instrumental music)	0,69	9	7	YES																
wn:10758713n	bn:00080189n	n	voice	stem	(metonymy) a singer	1	12	8	YES																
wn:07031534n	bn:00080194n	n	voice_part	zangpartij, stem, voice_part	a part written for a singer	0,667	3	7	YES																
wn:01001640n	bn:00080199n	n	voicing	intonatie	the act of adjusting an organ pipe (or wind instrument) so that it conforms to the standards of tone and pitch and color	0,915	10	8	YES																
wn:07041125n	bn:00080236n	n	voluntary	vrijwillige	composition (often improvised) for a solo instrument (especially solo organ) and not a regular part of a religious service or musical performance	0,833	3	7	YES																
wn:07278925n	bn:00080325n	n	Wagner	Wagner	the music of Wagner	1	1	5	NO																
wn:00897608n	bn:00080368n	n	walk-through		a first perfunctory rehearsal of a theatrical production in which actors read their lines from the script and move as directed	0,667	11	9	NO																
wn:04546340n	bn:00080382n	n	Walkman	walkman, walkman®, muziekmaat, sony_walkman	(trademark) a pocket-sized stereo system with light weight earphones	0,148	14	10	YES																
wn:07058184n	bn:00080426n	n	waltz	wals	music composed in triple time for waltzing	0,884	2	6	YES																
wn:10766492n	bn:00080470n	n	warbler		"a singer; usually a singer who adds embellishments to the song"	1	12	8	YES																
wn:04554406n	bn:00080524n	n	washboard	wasbord	device consisting of a corrugated surface to scrub clothes on	0,408	11	7	NO																
wn:07059150n	bn:00080798n	n	wedding_march	bruidsmars, trouwmars, bruiloftsmars, huwelijksmars, wedding_march, bruiloft_mars, bruiloft_muziek	a march to be played for a wedding procession	0,75	4	7	YES																
wn:08326266n	bn:00080854n	n	welcoming_committee	verwelkomen_commissie	a committee to welcome new residents to a community	0,622	9	7	NO																
